0 0 1
0 0.0204082 1.02041
0 0.0408163 1.04082
0 0.0612245 1.06122
0 0.0816327 1.08163
0 0.102041 1.10204
0 0.122449 1.12245
0 0.142857 1.14286
0 0.163265 1.16327
0 0.183673 1.18367
0 0.204082 1.20408
0 0.22449 1.22449
0 0.244898 1.2449
0 0.265306 1.26531
0 0.285714 1.28571
0 0.306122 1.30612
0 0.326531 1.32653
0 0.346939 1.34694
0 0.367347 1.36735
0 0.387755 1.38776
0 0.408163 1.40816
0 0.428571 1.42857
0 0.44898 1.44898
0 0.469388 1.46939
0 0.489796 1.4898
0 0.510204 1.5102
0 0.530612 1.53061
0 0.55102 1.55102
0 0.571429 1.57143
0 0.591837 1.59184
0 0.612245 1.61224
0 0.632653 1.63265
0 0.653061 1.65306
0 0.673469 1.67347
0 0.693878 1.69388
0 0.714286 1.71429
0 0.734694 1.73469
0 0.755102 1.7551
0 0.77551 1.77551
0 0.795918 1.79592
0 0.816327 1.81633
0 0.836735 1.83673
0 0.857143 1.85714
0 0.877551 1.87755
0 0.897959 1.89796
0 0.918367 1.91837
0 0.938776 1.93878
0 0.959184 1.95918
0 0.979592 1.97959
0 1 2
0.102041 0 1.10204
0.102041 0.0204082 1.12245
0.102041 0.0408163 1.14286
0.102041 0.0612245 1.16327
0.102041 0.0816327 1.18367
0.102041 0.102041 1.20408
0.102041 0.122449 1.22449
0.102041 0.142857 1.2449
0.102041 0.163265 1.26531
0.102041 0.183673 1.28571
0.102041 0.204082 1.30612
0.102041 0.22449 1.32653
0.102041 0.244898 1.34694
0.102041 0.265306 1.36735
0.102041 0.285714 1.38776
0.102041 0.306122 1.40816
0.102041 0.326531 1.42857
0.102041 0.346939 1.44898
0.102041 0.367347 1.46939
0.102041 0.387755 1.4898
0.102041 0.408163 1.5102
0.102041 0.428571 1.53061
0.102041 0.44898 1.55102
0.102041 0.469388 1.57143
0.102041 0.489796 1.59184
0.102041 0.510204 1.61224
0.102041 0.530612 1.63265
0.102041 0.55102 1.65306
0.102041 0.571429 1.67347
0.102041 0.591837 1.69388
0.102041 0.612245 1.71429
0.102041 0.632653 1.73469
0.102041 0.653061 1.7551
0.102041 0.673469 1.77551
0.102041 0.693878 1.79592
0.102041 0.714286 1.81633
0.102041 0.734694 1.83673
0.102041 0.755102 1.85714
0.102041 0.77551 1.87755
0.102041 0.795918 1.89796
0.102041 0.816327 1.91837
0.102041 0.836735 1.93878
0.102041 0.857143 1.95918
0.102041 0.877551 1.97959
0.102041 0.897959 2
0.102041 0.918367 2.02041
0.102041 0.938776 2.04082
0.102041 0.959184 2.06122
0.102041 0.979592 2.08163
0.102041 1 2.10204
0.204082 0 1.20408
0.204082 0.0204082 1.22449
0.204082 0.0408163 1.2449
0.204082 0.0612245 1.26531
0.204082 0.0816327 1.28571
0.204082 0.102041 1.30612
0.204082 0.122449 1.32653
0.204082 0.142857 1.34694
0.204082 0.163265 1.36735
0.204082 0.183673 1.38776
0.204082 0.204082 1.40816
0.204082 0.22449 1.42857
0.204082 0.244898 1.44898
0.204082 0.265306 1.46939
0.204082 0.285714 1.4898
0.204082 0.306122 1.5102
0.204082 0.326531 1.53061
0.204082 0.346939 1.55102
0.204082 0.367347 1.57143
0.204082 0.387755 1.59184
0.204082 0.408163 1.61224
0.204082 0.428571 1.63265
0.204082 0.44898 1.65306
0.204082 0.469388 1.67347
0.204082 0.489796 1.69388
0.204082 0.510204 1.71429
0.204082 0.530612 1.73469
0.204082 0.55102 1.7551
0.204082 0.571429 1.77551
0.204082 0.591837 1.79592
0.204082 0.612245 1.81633
0.204082 0.632653 1.83673
0.204082 0.653061 1.85714
0.204082 0.673469 1.87755
0.204082 0.693878 1.89796
0.204082 0.714286 1.91837
0.204082 0.734694 1.93878
0.204082 0.755102 1.95918
0.204082 0.77551 1.97959
0.204082 0.795918 2
0.204082 0.816327 2.02041
0.204082 0.836735 2.04082
0.204082 0.857143 2.06122
0.204082 0.877551 2.08163
0.204082 0.897959 2.10204
0.204082 0.918367 2.12245
0.204082 0.938776 2.14286
0.204082 0.959184 2.16327
0.204082 0.979592 2.18367
0.204082 1 2.20408
0.306122 0 1.30612
0.306122 0.0204082 1.32653
0.306122 0.0408163 1.34694
0.306122 0.0612245 1.36735
0.306122 0.0816327 1.38776
0.306122 0.102041 1.40816
0.306122 0.122449 1.42857
0.306122 0.142857 1.44898
0.306122 0.163265 1.46939
0.306122 0.183673 1.4898
0.306122 0.204082 1.5102
0.306122 0.22449 1.53061
0.306122 0.244898 1.55102
0.306122 0.265306 1.57143
0.306122 0.285714 1.59184
0.306122 0.306122 1.61224
0.306122 0.326531 1.63265
0.306122 0.346939 1.65306
0.306122 0.367347 1.67347
0.306122 0.387755 1.69388
0.306122 0.408163 1.71429
0.306122 0.428571 1.73469
0.306122 0.44898 1.7551
0.306122 0.469388 1.77551
0.306122 0.489796 1.79592
0.306122 0.510204 1.81633
0.306122 0.530612 1.83673
0.306122 0.55102 1.85714
0.306122 0.571429 1.87755
0.306122 0.591837 1.89796
0.306122 0.612245 1.91837
0.306122 0.632653 1.93878
0.306122 0.653061 1.95918
0.306122 0.673469 1.97959
0.306122 0.693878 2
0.306122 0.714286 2.02041
0.306122 0.734694 2.04082
0.306122 0.755102 2.06122
0.306122 0.77551 2.08163
0.306122 0.795918 2.10204
0.306122 0.816327 2.12245
0.306122 0.836735 2.14286
0.306122 0.857143 2.16327
0.306122 0.877551 2.18367
0.306122 0.897959 2.20408
0.306122 0.918367 2.22449
0.306122 0.938776 2.2449
0.306122 0.959184 2.26531
0.306122 0.979592 2.28571
0.306122 1 2.30612
0.408163 0 1.40816
0.408163 0.0204082 1.42857
0.408163 0.0408163 1.44898
0.408163 0.0612245 1.46939
0.408163 0.0816327 1.4898
0.408163 0.102041 1.5102
0.408163 0.122449 1.53061
0.408163 0.142857 1.55102
0.408163 0.163265 1.57143
0.408163 0.183673 1.59184
0.408163 0.204082 1.61224
0.408163 0.22449 1.63265
0.408163 0.244898 1.65306
0.408163 0.265306 1.67347
0.408163 0.285714 1.69388
0.408163 0.306122 1.71429
0.408163 0.326531 1.73469
0.408163 0.346939 1.7551
0.408163 0.367347 1.77551
0.408163 0.387755 1.79592
0.408163 0.408163 1.81633
0.408163 0.428571 1.83673
0.408163 0.44898 1.85714
0.408163 0.469388 1.87755
0.408163 0.489796 1.89796
0.408163 0.510204 1.91837
0.408163 0.530612 1.93878
0.408163 0.55102 1.95918
0.408163 0.571429 1.97959
0.408163 0.591837 2
0.408163 0.612245 2.02041
0.408163 0.632653 2.04082
0.408163 0.653061 2.06122
0.408163 0.673469 2.08163
0.408163 0.693878 2.10204
0.408163 0.714286 2.12245
0.408163 0.734694 2.14286
0.408163 0.755102 2.16327
0.408163 0.77551 2.18367
0.408163 0.795918 2.20408
0.408163 0.816327 2.22449
0.408163 0.836735 2.2449
0.408163 0.857143 2.26531
0.408163 0.877551 2.28571
0.408163 0.897959 2.30612
0.408163 0.918367 2.32653
0.408163 0.938776 2.34694
0.408163 0.959184 2.36735
0.408163 0.979592 2.38776
0.408163 1 2.40816
0.510204 0 1.5102
0.510204 0.0204082 1.53061
0.510204 0.0408163 1.55102
0.510204 0.0612245 1.57143
0.510204 0.0816327 1.59184
0.510204 0.102041 1.61224
0.510204 0.122449 1.63265
0.510204 0.142857 1.65306
0.510204 0.163265 1.67347
0.510204 0.183673 1.69388
0.510204 0.204082 1.71429
0.510204 0.22449 1.73469
0.510204 0.244898 1.7551
0.510204 0.265306 1.77551
0.510204 0.285714 1.79592
0.510204 0.306122 1.81633
0.510204 0.326531 1.83673
0.510204 0.346939 1.85714
0.510204 0.367347 1.87755
0.510204 0.387755 1.89796
0.510204 0.408163 1.91837
0.510204 0.428571 1.93878
0.510204 0.44898 1.95918
0.510204 0.469388 1.97959
0.510204 0.489796 2
0.510204 0.510204 2.02041
0.510204 0.530612 2.04082
0.510204 0.55102 2.06122
0.510204 0.571429 2.08163
0.510204 0.591837 2.10204
0.510204 0.612245 2.12245
0.510204 0.632653 2.14286
0.510204 0.653061 2.16327
0.510204 0.673469 2.18367
0.510204 0.693878 2.20408
0.510204 0.714286 2.22449
0.510204 0.734694 2.2449
0.510204 0.755102 2.26531
0.510204 0.77551 2.28571
0.510204 0.795918 2.30612
0.510204 0.816327 2.32653
0.510204 0.836735 2.34694
0.510204 0.857143 2.36735
0.510204 0.877551 2.38776
0.510204 0.897959 2.40816
0.510204 0.918367 2.42857
0.510204 0.938776 2.44898
0.510204 0.959184 2.46939
0.510204 0.979592 2.4898
0.510204 1 2.5102
0.612245 0 1.61224
0.612245 0.0204082 1.63265
0.612245 0.0408163 1.65306
0.612245 0.0612245 1.67347
0.612245 0.0816327 1.69388
0.612245 0.102041 1.71429
0.612245 0.122449 1.73469
